# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.205545 0.145978
2 0.151592 0.122624
3 0.127704 0.114758
4 0.123441 0.110297
5 0.116315 0.096477
6 0.110656 0.102890
7 0.108285 0.106642
8 0.107250 0.093571
9 0.099134 0.095959
10 0.100124 0.092912
11 0.097245 0.088151
12 0.096874 0.086948
13 0.095054 0.089410
14 0.097262 0.083747
15 0.093333 0.086111
16 0.093056 0.087722
17 0.092204 0.087729
18 0.095255 0.081096
19 0.095050 0.085555
20 0.090155 0.088988
21 0.089147 0.085607
22 0.092603 0.082346
23 0.090119 0.084688
