# model=snn-ae encoding=direct architecture=conv1d v_th=1 alpha=0.8 run=1
epoch train_loss val_loss
1 0.930955 0.794214
2 0.870299 0.773087
3 0.861103 0.769069
4 0.858270 0.763775
5 0.843661 0.752564
6 0.824015 0.742048
7 0.821489 0.737104
8 0.807725 0.725613
9 0.790008 0.725325
10 0.771769 0.724790
11 0.755004 0.709484
12 0.755354 0.697472
13 0.736943 0.683047
14 0.731499 0.683284
15 0.719661 0.685956
16 0.700805 0.689727
17 0.711310 0.689587
18 0.687317 0.661409
19 0.689688 0.677642
20 0.665003 0.696080
21 0.676895 0.693476
22 0.674771 0.695365
23 0.666135 0.698928
