# model=snn-ae encoding=poisson architecture=recurrent v_th=0.5 alpha=0.8 run=2
epoch train_loss val_loss
1 0.264547 0.186959
2 0.217057 0.176846
3 0.211827 0.171842
4 0.195519 0.189859
5 0.190024 0.177525
6 0.184711 0.180748
7 0.179164 0.168101
8 0.174432 0.161215
9 0.170035 0.171672
10 0.166990 0.155468
11 0.167924 0.156217
12 0.163470 0.162456
13 0.160051 0.162805
14 0.166212 0.155286
15 0.157564 0.150814
16 0.153705 0.156697
17 0.154868 0.151371
18 0.157989 0.152891
19 0.150627 0.148323
20 0.153992 0.158530
21 0.148713 0.149742
22 0.146052 0.145475
23 0.145719 0.145935
24 0.145714 0.148957
25 0.143440 0.147902
26 0.144971 0.156654
27 0.143175 0.153325
