# model=snn-ae encoding=latency architecture=conv1d v_th=0.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.595340 0.474083
2 0.526227 0.454854
3 0.515847 0.428354
4 0.483647 0.400704
5 0.445410 0.370258
6 0.405963 0.323405
7 0.361974 0.292623
8 0.320929 0.254284
9 0.283226 0.226732
10 0.245825 0.203903
11 0.218945 0.183694
12 0.200823 0.163204
13 0.183446 0.144330
14 0.168270 0.142274
15 0.161800 0.129608
16 0.149662 0.131504
17 0.143956 0.123458
18 0.138812 0.119619
19 0.134496 0.116401
20 0.129564 0.100893
21 0.129470 0.105729
22 0.123676 0.105160
23 0.123077 0.100556
24 0.122693 0.096532
25 0.119299 0.095814
26 0.120374 0.093780
27 0.115961 0.098267
28 0.114577 0.094611
29 0.111784 0.095765
30 0.111459 0.092327
