# model=snn-ae encoding=direct architecture=dense v_th=1.5 alpha=0.8 run=2
epoch train_loss val_loss
1 1.132133 1.085330
2 1.046230 1.056571
3 1.034077 1.049512
4 1.010770 1.054779
5 1.014990 1.033394
6 1.005874 1.038193
7 0.987856 1.013709
8 0.949286 0.988273
9 0.935729 1.006082
10 0.910261 1.008605
11 0.882696 0.973196
12 0.862185 0.966527
13 0.839062 0.952139
14 0.831092 0.951805
15 0.821689 0.955635
16 0.798139 0.957480
17 0.783997 0.938887
18 0.772353 0.948904
19 0.757177 0.945582
20 0.751249 0.939397
21 0.731320 0.947460
22 0.727559 0.931281
23 0.707874 0.924308
24 0.695980 0.938740
25 0.690310 0.937529
26 0.659423 0.951752
27 0.669249 0.958677
28 0.645833 0.953006
