feature_set,classifier,text_mode,fold,accuracy,f1,precision,recall,specificity,eer,auc,model_path
handcrafted-lfcc-fused-early,dsnn,dependent,0,nan,nan,nan,nan,nan,0.500000,0.601562,results/smoke/models/smoke_e05_p01_dsnn_fused_early_dep_flat_std/handcrafted-lfcc-fused-early/fold_0.bin
handcrafted-lfcc-fused-early,dsnn,dependent,1,nan,nan,nan,nan,nan,0.750000,0.968750,results/smoke/models/smoke_e05_p01_dsnn_fused_early_dep_flat_std/handcrafted-lfcc-fused-early/fold_1.bin
