born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
3,6,42,115-74-70-67-50-42,direct,1,1,0.315155,0.921227,-0.606072,0.236382,1.62337,1.77953,0.0149034,0.192908,107590,53270,0.10654,1,0
3,5,12,66-59-49-26-12,direct,1,1,0.297172,0.925827,-0.628655,0.222998,1.64385,1.80564,0.0225685,0.278352,51202,25267,0.050534,1,0
3,5,26,66-59-49-38-26,direct,1,1,0.235275,0.918381,-0.683106,0.153656,1.69011,1.79299,0.0122724,0.248243,53768,26531,0.053062,1,0
3,5,1,83-55-35-15-1,direct,1,1,0.159026,0.865079,-0.706053,0.0241057,1.70622,1.72225,0.00160139,0.23768,57189,28278,0.056556,1,0
3,5,1,81-35-22-15-1,direct,1,1,0.160223,0.865608,-0.705385,0.0258317,1.70558,1.72146,0.0007876,0.468307,49935,24686,0.049372,1,0
3,2,9,63-9,direct,1,1,0.190871,0.920679,-0.729808,0.11155,1.7334,1.80177,0.00318171,0.261411,33781,16695,0.03339,1,0
3,6,6,109-70-67-42-26-6,direct,1,1,0.276967,0.908333,-0.631366,0.1853,1.64186,1.8123,0.0610737,0.389437,89462,44286,0.088572,1,0
3,1,59,59,direct,1,1,0.299385,0.931907,-0.632523,0.231292,1.64883,1.79109,0.00522613,0.236209,30523,15104,0.030208,1,0
3,5,1,59-55-35-30-1,direct,1,1,0.162694,0.868254,-0.70556,0.0309482,1.70584,1.72466,0.000566482,0.235297,43323,21354,0.042708,1,0
3,6,1,83-55-35-22-15-1,direct,1,1,0.157026,0.864815,-0.707789,0.0218407,1.70793,1.72182,0.00152908,0.480589,58383,28853,0.057706,1,0
4,2,55,111-55,direct,1,1,0.276128,0.927246,-0.651118,0.203374,1.6636,1.78735,0.00434005,0.197855,69575,34521,0.069042,1,0
4,2,27,93-27,direct,1,1,0.245304,0.926984,-0.68168,0.172288,1.69048,1.79513,0.00306663,0.241306,53107,26319,0.052638,1,0
4,5,1,111-46-40-15-1,direct,1,1,0.162228,0.864683,-0.702455,0.0269106,1.70267,1.72075,0.001641,0.414855,72635,35977,0.071954,1,0
4,6,35,74-67-50-42-41-35,direct,1,1,0.276547,0.925291,-0.648744,0.201838,1.66105,1.78801,0.00934349,0.223345,65857,32509,0.065018,1,0
4,6,1,111-110-81-35-15-1,direct,1,1,0.163212,0.864153,-0.700942,0.0273653,1.70116,1.7177,0.000379916,0.27251,106783,52911,0.105822,1,0
4,2,18,38-18,direct,1,1,0.217119,0.921333,-0.704214,0.138452,1.70983,1.79933,0.00646607,0.241125,21174,10412,0.020824,1,0
4,5,15,111-55-40-22-15,direct,1,1,0.21905,0.914215,-0.695165,0.133265,1.7004,1.78579,0.00708728,0.232812,76589,37931,0.075862,1,0
4,2,66,80-66,direct,1,1,0.289021,0.928465,-0.639444,0.217487,1.65381,1.78766,0.0054081,0.171047,52002,25760,0.05152,1,0
4,5,1,111-46-37-15-1,direct,1,1,0.164354,0.865079,-0.700725,0.0294337,1.70098,1.71976,0.00169711,0.441604,72263,35794,0.071588,1,0
4,1,91,91,direct,1,1,0.286381,0.933415,-0.647034,0.219796,1.66163,1.79393,0.00337416,0.222684,46939,23296,0.046592,1,0
4,1,57,57,direct,1,1,0.272002,0.92907,-0.657068,0.201073,1.66922,1.79161,0.00335465,0.238526,29497,14592,0.029184,1,0
4,3,40,112-79-40,direct,1,1,0.282595,0.925403,-0.642808,0.207999,1.65592,1.78618,0.00601507,0.233649,82038,40680,0.08136,1,0
4,4,6,80-49-26-6,direct,1,1,0.305076,0.93265,-0.627574,0.237726,1.64484,1.79479,0.00895033,0.340873,52232,25830,0.05166,1,0
4,6,22,80-66-59-49-26-22,direct,1,1,0.197675,0.919126,-0.721451,0.1168,1.72541,1.79629,0.00208078,0.252186,69620,34391,0.068782,1,0
4,1,120,120,direct,1,1,0.283363,0.934001,-0.650638,0.217364,1.66489,1.79338,0.000828715,0.21176,61816,30720,0.06144,1,0
4,6,1,111-46-34-30-15-1,direct,1,1,0.161433,0.863889,-0.702456,0.0253218,1.70264,1.72105,0.00264008,0.356278,73871,36571,0.073142,1,0
4,6,1,83-46-35-30-15-1,direct,1,1,0.161639,0.864286,-0.702646,0.0259251,1.70284,1.72076,0.00262841,0.545455,57057,28191,0.056382,1,0
4,6,6,59-55-42-35-26-6,direct,1,1,0.28987,0.91153,-0.62166,0.2014,1.63412,1.76884,0.0149792,0.226544,47086,23195,0.04639,1,0
5,5,1,93-35-30-27-1,direct,1,1,0.15853,0.865741,-0.707211,0.0242707,1.70738,1.72204,0.000511631,0.330844,58527,28950,0.0579,1,0
5,1,67,67,direct,1,1,0.261882,0.930648,-0.668767,0.19253,1.67984,1.79572,0.00385225,0.232576,34627,17152,0.034304,1,0
5,2,27,59-27,direct,1,1,0.234652,0.924074,-0.689422,0.158726,1.69686,1.79672,0.00876559,0.226906,33795,16697,0.033394,1,0
5,6,6,83-55-35-26-12-6,direct,1,1,0.212573,0.908223,-0.69565,0.120796,1.69995,1.79264,0.0203228,0.442007,58748,29032,0.058064,1,0
5,1,111,111,direct,1,1,0.281699,0.933165,-0.651466,0.214865,1.66538,1.79406,0.00211669,0.215598,57199,28416,0.056832,1,0
5,5,1,111-46-37-26-1,direct,1,1,0.157709,0.864153,-0.706444,0.0218624,1.70658,1.72157,0.00186228,0.216689,73121,36212,0.072424,1,0
5,6,1,87-46-35-30-15-1,direct,1,1,0.168029,0.866667,-0.698637,0.0346962,1.69899,1.72248,0.00317879,0.610767,59481,29399,0.058798,1,0
5,2,14,111-14,direct,1,1,0.211168,0.922222,-0.711054,0.13339,1.71625,1.7974,0.00230039,0.298816,60432,29970,0.05994,1,0
5,6,1,67-35-34-26-15-1,direct,1,1,0.15623,0.865873,-0.709643,0.022103,1.70979,1.72533,0.00183394,0.442838,44563,21976,0.043952,1,0
5,2,23,111-23,direct,1,1,0.254695,0.925943,-0.671249,0.180638,1.68098,1.79212,0.0042106,0.264031,62439,30969,0.061938,1,0
5,5,1,111-101-46-37-1,direct,1,1,0.154894,0.865344,-0.71045,0.0202382,1.71057,1.72499,0.00359692,0.368998,92871,46012,0.092024,1,0
5,1,24,24,direct,1,1,0.27535,0.924713,-0.649363,0.200063,1.66145,1.7843,0.00411167,0.253669,12568,6144,0.012288,1,0
5,1,46,46,direct,1,1,0.266637,0.931366,-0.66473,0.198003,1.67646,1.7993,0.00487458,0.241969,23854,11776,0.023552,1,0
5,3,46,90-83-46,direct,1,1,0.271007,0.928094,-0.657087,0.199101,1.66901,1.7919,0.00807648,0.216716,69304,34328,0.068656,1,0
5,1,43,43,direct,1,1,0.292777,0.929091,-0.636314,0.221869,1.65129,1.79096,0.0107307,0.245764,22315,11008,0.022016,1,0
5,6,1,99-81-35-22-15-1,direct,1,1,0.163045,0.86336,-0.700315,0.0264049,1.70052,1.72071,0.00357815,0.287832,75387,37313,0.074626,1,0
5,2,31,89-31,direct,1,1,0.291149,0.927812,-0.636663,0.21896,1.65125,1.78595,0.00522551,0.226583,51551,25543,0.051086,1,0
5,6,1,85-83-67-42-35-1,direct,1,1,0.164605,0.86455,-0.699945,0.0291552,1.7002,1.71926,0.00222191,0.224463,78271,38695,0.07739,1,0
5,2,55,59-55,direct,1,1,0.256189,0.927576,-0.671387,0.183765,1.68146,1.79871,0.00886505,0.193276,37127,18349,0.036698,1,0
5,3,6,89-50-6,direct,1,1,0.179963,0.914131,-0.734168,0.0940947,1.73672,1.80835,0.0142748,0.331252,55608,27534,0.055068,1,0
5,5,15,111-81-36-22-15,direct,1,1,0.166064,0.916755,-0.750691,0.0828187,1.75265,1.80355,0.0018697,0.265899,83661,41445,0.08289,1,0
6,5,1,111-46-18-15-1,direct,1,1,0.155617,0.864418,-0.708801,0.0200349,1.70892,1.72403,0.002483,0.319899,69907,34635,0.06927,1,0
6,2,24,81-24,direct,1,1,0.264986,0.923341,-0.658355,0.188327,1.66901,1.79103,0.00868351,0.223546,45802,22680,0.04536,1,0
6,5,1,110-55-35-30-1,direct,1,1,0.168733,0.863757,-0.695024,0.0324895,1.69534,1.71929,0.0036444,0.396069,75147,37215,0.07443,1,0
6,2,8,128-8,direct,1,1,0.204517,0.913889,-0.709372,0.118406,1.71347,1.80202,0.0164719,0.367964,68104,33792,0.067584,1,0
6,6,1,110-81-35-26-15-1,direct,1,1,0.168413,0.864683,-0.696269,0.0330959,1.69659,1.72039,0.00383529,0.411808,83231,41220,0.08244,1,0
6,1,44,44,direct,1,1,0.273808,0.93006,-0.656252,0.203867,1.66875,1.79265,0.00625734,0.240208,22828,11264,0.022528,1,0
6,5,1,111-81-22-15-1,direct,1,1,0.160954,0.865741,-0.704787,0.026695,1.705,1.72162,0.000698108,0.343774,79783,39534,0.079068,1,0
6,2,26,112-26,direct,1,1,0.239647,0.925977,-0.68633,0.165624,1.69444,1.79623,0.00345097,0.253529,63674,31584,0.063168,1,0
6,6,1,89-55-35-30-7-1,direct,1,1,0.159203,0.864815,-0.705611,0.0240182,1.70578,1.72406,0.00297808,0.447548,62431,30871,0.061742,1,0
6,2,81,112-81,direct,1,1,0.268469,0.927254,-0.658785,0.195722,1.67029,1.78842,0.00263879,0.193102,76049,37744,0.075488,1,0
6,6,15,110-97-87-35-26-15,direct,1,1,0.212891,0.918201,-0.70531,0.131092,1.71034,1.79203,0.00690101,0.257578,104209,51614,0.103228,1,0
6,3,26,92-72-26,direct,1,1,0.2582,0.922741,-0.664541,0.180941,1.67435,1.78805,0.00574943,0.244992,64706,32048,0.064096,1,0
6,2,24,46-24,direct,1,1,0.177882,0.924091,-0.746208,0.101973,1.74918,1.81095,0.00216064,0.194257,26132,12880,0.02576,1,0
6,1,104,104,direct,1,1,0.272815,0.932635,-0.65982,0.20545,1.67249,1.79427,0.00169825,0.217403,53608,26624,0.053248,1,0
6,6,1,112-79-35-22-15-1,direct,1,1,0.160315,0.863889,-0.703574,0.0242042,1.70375,1.72119,0.0027637,0.280715,83583,41400,0.0828,1,0
6,2,32,87-32,direct,1,1,0.249358,0.925719,-0.676361,0.175078,1.68548,1.79354,0.00477299,0.237162,50574,25056,0.050112,1,0
6,5,1,59-55-35-15-1,direct,1,1,0.162483,0.868915,-0.706433,0.031398,1.70672,1.72763,0.00178681,0.241595,42213,20814,0.041628,1,0
6,3,15,46-24-15,direct,1,1,0.257881,0.917848,-0.659967,0.17573,1.66924,1.78447,0.0134363,0.218044,26891,13240,0.02648,1,0
6,6,1,88-73-46-37-15-1,direct,1,1,0.172133,0.865344,-0.693211,0.0374771,1.69363,1.72075,0.00375155,0.493687,69939,34582,0.069164,1,0
6,3,48,94-76-48,direct,1,1,0.272516,0.927519,-0.655003,0.200034,1.66705,1.79003,0.00426446,0.228681,70356,34856,0.069712,1,0
6,6,1,111-55-35-30-15-1,direct,1,1,0.166587,0.864286,-0.697699,0.0308723,1.69798,1.72027,0.00537093,0.366503,76671,37961,0.075922,1,0
7,2,55,83-55,direct,1,1,0.287397,0.929177,-0.64178,0.216575,1.656,1.78767,0.00425275,0.20108,52103,25813,0.051626,1,0
7,1,85,85,direct,1,1,0.301331,0.933302,-0.631971,0.234633,1.64875,1.7899,0.00371208,0.224568,43861,21760,0.04352,1,0
7,5,1,88-48-37-15-1,direct,1,1,0.166771,0.865476,-0.698706,0.0322468,1.69901,1.72037,0.00180671,0.449204,58829,29098,0.058196,1,0
7,6,1,88-46-37-35-15-1,direct,1,1,0.168094,0.864815,-0.696721,0.0329088,1.69704,1.71939,0.00239104,0.439673,60925,30113,0.060226,1,0
7,5,1,60-55-29-15-1,direct,1,1,0.161708,0.865079,-0.703372,0.0267872,1.70358,1.72293,0.0030277,0.3109,41985,20705,0.04141,1,0
7,3,24,72-53-24,direct,1,1,0.219587,0.925209,-0.705622,0.144797,1.71176,1.79848,0.00223084,0.2702,47570,23520,0.04704,1,0
