born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
6,1,51,51,direct,1,1,1,0.225778,0.940219,-0.714441,0.165998,1.72246,1.82117,0.0018816,0.167117,26419,13056,0.026112,1,0
6,1,97,97,direct,1,1,2,0.242755,0.939766,-0.697011,0.18252,1.7068,1.81491,0.00134106,0.134746,50017,24832,0.049664,1,0
6,5,16,121-84-70-28-16,direct,1,1,2,0.168392,0.938566,-0.770174,0.106959,1.7734,1.83806,0.00252373,0.244737,99734,49428,0.098856,1,0
6,1,23,23,direct,1,1,2,0.223338,0.940286,-0.716948,0.163625,1.72473,1.82519,0.00340542,0.229438,12055,5888,0.011776,1,0
6,3,7,89-16-7,direct,1,1,2,0.152148,0.940344,-0.788196,0.0924915,1.79059,1.8505,0.00616799,0.3488,49113,24320,0.04864,1,0
6,2,16,83-16,direct,1,1,1,0.229224,0.939236,-0.710012,0.16846,1.71829,1.81885,0.00241072,0.22423,45590,22576,0.045152,1,0
7,2,52,108-52,direct,1,1,1,0.240557,0.940171,-0.699614,0.180727,1.7092,1.81689,0.00158753,0.153775,67052,33264,0.066528,1,0
7,2,9,80-9,direct,1,1,1,0.214162,0.938698,-0.724536,0.15286,1.7313,1.82685,0.00458742,0.267228,42825,21200,0.0424,1,0
7,1,25,25,direct,1,1,1,0.206763,0.940677,-0.733914,0.14744,1.74017,1.82816,0.00165577,0.221649,13081,6400,0.0128,1,0
7,1,32,32,direct,1,1,1,0.217049,0.938302,-0.721253,0.155351,1.72825,1.82575,0.00479174,0.201777,16672,8192,0.016384,1,0
7,2,62,94-62,direct,1,1,2,0.225323,0.938507,-0.713184,0.163829,1.721,1.81785,0.00111089,0.145807,60290,29892,0.059784,1,0
7,3,2,12-8-2,direct,1,1,2,0.0852165,0.938558,-0.853342,0.0237747,1.85349,1.93974,0.0511395,0.649936,6666,3184,0.006368,1,0
7,1,112,112,direct,1,1,0,0.238814,0.940364,-0.70155,0.179178,1.71096,1.81681,0.00115046,0.125242,57712,28672,0.057344,1,0
7,2,30,108-30,direct,1,1,1,0.228442,0.941164,-0.712722,0.169606,1.7211,1.82136,0.00101645,0.212192,62278,30888,0.061776,1,0
