born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
1,3,61,117-81-61,poisson,16,0.2,0,0.267177,0.932932,-0.665755,0.200109,1.67773,1.79873,0.00268234,0.444295,89453,709920,1.41984,1,0
1,3,67,119-108-67,latency,16,0.2,2,0.26271,0.932512,-0.669802,0.195222,1.68118,1.80294,0.00530037,0.401736,101881,808832,1.61766,1,0
1,4,1,105-55-46-1,poisson,16,0.2,1,0.0172612,0.896825,-0.879564,-0.0859134,1.88153,1.95137,0.0150661,1.12944,71131,563696,1.12739,1,0
1,5,67,126-108-72-68-67,direct,1,1,1,0.137476,0.950225,-0.812749,0.087701,1.81487,1.8787,0.0115527,0.705023,127255,63092,0.126184,1,0
1,2,6,109-6,poisson,16,0.2,2,0.240488,0.930004,-0.689516,0.170492,1.6981,1.80969,0.00891833,0.298104,57596,456928,0.913856,1,0
1,3,2,59-30-2,poisson,16,0.2,1,0.156936,0.904762,-0.747826,0.061698,1.74891,1.80596,0.0169037,0.479491,34304,270944,0.541888,1,0
1,2,90,115-90,latency,16,0.2,2,0.276454,0.938175,-0.661721,0.214628,1.67552,1.80604,0.00345302,0.313346,80156,636640,1.27328,1,0
1,3,67,120-108-67,latency,16,0.2,2,0.268042,0.934348,-0.666306,0.20239,1.67855,1.79831,0.00096178,0.39823,102611,814656,1.62931,1,0
1,6,2,122-73-39-13-3-2,poisson,16,0.2,0,1,1,0,1,1.41421,2,0,0,87832,696592,1.39318,0,1
1,3,61,126-91-61,latency,16,0.2,1,0.25741,0.934476,-0.677066,0.191886,1.68801,1.80267,0.00260004,0.396065,99297,788368,1.57674,1,0
1,6,15,108-99-67-62-27-15,latency,16,0.2,1,0.171474,0.909709,-0.738235,0.0811835,1.74013,1.80216,0.0102827,0.229805,103409,819296,1.63859,1,0
1,1,76,76,latency,16,0.2,0,0.264262,0.931612,-0.66735,0.195874,1.67882,1.79834,0.00360886,0.213221,39244,311296,0.622592,1,0
1,4,5,73-67-24-5,latency,16,0.2,0,0.0941709,0.90172,-0.807549,-0.00410949,1.80755,1.81405,0.00389559,0.309774,51203,404912,0.809824,1,0
