born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
0,3,24,122-102-24,direct,1,1,0.21527,0.975951,-0.76068,0.191221,1.77103,1.88305,0,0.334102,92976,46124,0.092248,1,0
0,5,20,100-77-76-58-20,direct,1,1,0.178906,0.976128,-0.797222,0.155033,1.8039,1.89471,0,0.408821,90338,44720,0.08944,1,0
0,1,13,13,direct,1,1,0.156223,0.97301,-0.816788,0.129233,1.82138,1.89708,0,0.334211,6925,3328,0.006656,1,0
0,1,59,59,direct,1,1,0.217692,0.977697,-0.760004,0.195389,1.77082,1.88527,0,0.255772,30523,15104,0.030208,1,0
1,1,24,24,direct,1,1,0.225168,0.977215,-0.752047,0.202383,1.7637,1.88225,0,0.301107,12568,6144,0.012288,1,0
1,1,38,38,direct,1,1,0.227413,0.978082,-0.750669,0.205495,1.76269,1.88306,0,0.281457,19750,9728,0.019456,1,0
1,2,24,102-24,direct,1,1,0.209642,0.978169,-0.768527,0.187811,1.77847,1.88849,0,0.326946,57604,28560,0.05712,1,0
