born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
40,2,119,122-119,direct,1,1,1,0.277205,0.935503,-0.658298,0.212708,1.67188,1.79935,0.00202832,0.16365,92119,45750,0.0915,1,0
40,2,13,42-13,direct,1,1,0,0.249922,0.926974,-0.677052,0.176896,1.68636,1.80095,0.00796299,0.36626,22949,11298,0.022596,1,0
40,2,12,13-12,direct,1,1,2,0.172888,0.919213,-0.746325,0.0921006,1.74875,1.80567,0.00405048,0.335893,7262,3484,0.006968,1,0
40,3,3,65-63-3,direct,1,1,1,0.17908,0.902601,-0.723521,0.0816818,1.72546,1.79619,0.0161887,0.39044,42363,20924,0.041848,1,0
40,2,3,65-3,direct,1,1,2,0.165498,0.907143,-0.741645,0.0726406,1.74316,1.8109,0.0214461,0.515066,34059,16835,0.03367,1,0
40,3,12,107-44-12,direct,1,1,0,0.241308,0.926477,-0.685169,0.167785,1.6935,1.80734,0.0109952,0.349517,65826,32628,0.065256,1,0
40,1,56,56,direct,1,1,0,0.277696,0.935443,-0.657747,0.213138,1.67139,1.79785,0.00126946,0.268364,28984,14336,0.028672,1,0
40,2,72,75-72,direct,1,1,1,0.272442,0.932431,-0.65999,0.204873,1.67258,1.79942,0.00490684,0.197996,49678,24600,0.0492,1,0
40,2,3,34-3,direct,1,1,1,0.203968,0.914286,-0.710318,0.118253,1.7144,1.80292,0.0139249,0.418038,17939,8806,0.017612,1,0
40,3,31,104-43-31,direct,1,1,0,0.262028,0.931289,-0.669262,0.193317,1.68042,1.80018,0.0046224,0.270519,65439,32429,0.064858,1,0
41,3,3,85-28-3,direct,1,1,1,0.208493,0.919577,-0.711084,0.12807,1.71587,1.80155,0.00768887,0.382554,48933,24224,0.048448,1,0
41,3,2,119-31-2,direct,1,1,1,0.141766,0.913426,-0.77166,0.0551915,1.77252,1.81571,0.00936269,0.471453,68988,34215,0.06843,1,0
