born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
0,2,64,65-64,latency,16,0.2,0.240764,0.956536,-0.715773,0.1973,1.72708,1.84266,0,0.329537,42050,332800,0.6656,1,0
0,1,64,64,latency,16,0.2,0.263044,0.957084,-0.69404,0.220128,1.70828,1.83723,0,0.22715,33088,262144,0.524288,1,0
