born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
0,3,24,122-102-24,direct,1,1,0.189769,0.806288,-0.616519,-0.00394301,1.61652,1.61883,0,0.214245,92976,46124,0.092248,1,0
0,5,20,100-77-76-58-20,direct,1,1,0.068053,0.778132,-0.710079,-0.153815,1.71698,1.80709,0,0.218868,90338,44720,0.08944,1,0
0,1,13,13,direct,1,1,0.238078,0.789096,-0.551017,0.0271739,1.55126,1.56717,0,0.291471,6925,3328,0.006656,1,0
0,1,59,59,direct,1,1,0.310468,0.82412,-0.513652,0.134588,1.51962,1.59846,0,0.198924,30523,15104,0.030208,1,0
1,1,24,24,direct,1,1,0.253182,0.810897,-0.557715,0.0640799,1.55903,1.59657,0,0.238601,12568,6144,0.012288,1,0
1,1,38,38,direct,1,1,0.330191,0.819896,-0.489705,0.150087,1.49725,1.58517,0,0.213741,19750,9728,0.019456,1,0
1,2,24,102-24,direct,1,1,0.202356,0.809356,-0.607,0.0117121,1.60704,1.6139,0,0.196359,57604,28560,0.05712,1,0
