backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.800000,2,43,1907081217213120053,0.071146,0.147187,-0.150837,0.000000,0.000000,0.000000,1.000000,376320.000000,990.268799,2.167816,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.900000,2,43,1907081217213120053,0.073656,0.152911,-0.191432,0.000000,0.000000,0.000000,0.972917,376112.000000,1060.993042,1.923160,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.990000,2,43,1907081217213120053,0.068495,0.154116,-0.107956,0.000000,0.000000,0.000000,1.000000,376320.000000,1592.640259,1.889916,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.800000,2,43,1907081217213120053,0.067832,0.156010,-0.097234,0.000000,0.000000,0.000000,0.996094,376290.000000,1738.978149,1.930005,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.900000,2,43,1907081217213120053,0.069608,0.150601,-0.125954,0.000000,0.000000,0.000000,1.000000,376320.000000,1153.010986,1.895433,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.990000,2,43,1907081217213120053,0.069037,0.154953,-0.116722,0.000000,0.000000,0.000000,0.968750,376080.000000,2269.374756,1.864144,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.800000,2,43,1907081217213120053,0.069533,0.150665,-0.124734,0.000000,0.000000,0.000000,1.000000,376320.000000,1186.819702,1.929446,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.900000,2,43,1907081217213120053,0.072630,0.148332,-0.174844,0.000000,0.000000,0.000000,0.984766,376203.000000,769.652100,1.924347,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.990000,2,43,1907081217213120053,0.070779,0.148321,-0.144894,0.000000,0.000000,0.000000,1.000000,376320.000000,966.211243,1.921135,37286,36864
xtensor,article_snn_conv1d,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,3,44,1907081217213120053,0.118271,0.272252,-0.043485,0.000000,0.000000,0.000000,0.000000,85238400.000000,281518.656250,1234.875000,120225,8523840
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.800000,3,44,1907081217213120053,0.068212,0.152312,-0.110367,0.000000,0.000000,0.000000,0.996094,376290.000000,1625.676025,2.169353,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.900000,3,44,1907081217213120053,0.066873,0.157864,-0.088565,0.000000,0.000000,0.000000,0.992188,376260.000000,2060.058838,1.856252,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,0.500000,0.990000,3,44,1907081217213120053,0.069608,0.148204,-0.133087,0.000000,0.000000,0.000000,1.000000,376320.000000,1088.926147,1.873992,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.800000,3,44,1907081217213120053,0.066502,0.157811,-0.082536,0.000000,0.000000,0.000000,1.000000,376320.000000,2737.990967,1.909751,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.900000,3,44,1907081217213120053,0.067752,0.153770,-0.102867,0.000000,0.000000,0.000000,1.000000,376320.000000,1409.923218,1.933287,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.000000,0.990000,3,44,1907081217213120053,0.068687,0.151495,-0.118092,0.000000,0.000000,0.000000,0.992188,376260.000000,1427.309326,1.907097,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.800000,3,44,1907081217213120053,0.068364,0.151719,-0.112841,0.000000,0.000000,0.000000,1.000000,376320.000000,1231.364014,1.899694,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.900000,3,44,1907081217213120053,0.071047,0.144853,-0.156514,0.000000,0.000000,0.000000,1.000000,376320.000000,935.675903,1.936081,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,poisson,conv1d,2,1.500000,0.990000,3,44,1907081217213120053,0.068038,0.152447,-0.107529,0.000000,0.000000,0.000000,1.000000,376320.000000,1285.726440,1.904163,37286,36864
xtensor,article_snn_conv1d,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,1,42,1907081217213120053,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,321988.875000,1211.822021,120225,8523840
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.800000,1,42,1907081217213120053,0.120665,0.253615,0.447063,0.000000,0.000000,0.000000,0.868229,375308.000000,2941.131348,1.910170,37286,36864
