backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_dense,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,3,44,9318088442253209148,0.113351,0.230305,-0.000075,0.000000,0.000000,0.000000,0.000000,85238400.000000,514655.687500,1507.937134,120225,8523840
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,0.500000,0.800000,3,44,9318088442253209148,0.116211,0.208321,-0.025293,1.000000,0.500000,0.666667,0.971615,376102.000000,2392.558105,2.036167,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,0.500000,0.900000,3,44,9318088442253209148,0.120192,0.221019,-0.060417,1.000000,0.500000,0.666667,0.981120,376175.000000,2582.557617,2.594062,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,0.500000,0.990000,3,44,9318088442253209148,0.153930,0.298669,-0.358076,1.000000,0.500000,0.666667,0.995703,376287.000000,3537.107422,2.730045,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.000000,0.800000,3,44,9318088442253209148,0.126542,0.235925,-0.116443,1.000000,0.500000,0.666667,0.895312,375516.000000,2637.198486,2.100002,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.000000,0.900000,3,44,9318088442253209148,0.116157,0.192852,-0.024819,1.000000,0.500000,0.666667,0.985026,376205.000000,831.122925,2.071158,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.000000,0.990000,3,44,9318088442253209148,0.117387,0.223310,-0.035669,1.000000,0.500000,0.666667,0.994531,376278.000000,2185.875732,2.075836,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.500000,0.800000,3,44,9318088442253209148,0.120820,0.212807,-0.065959,1.000000,0.500000,0.666667,0.909766,375627.000000,2285.175049,2.062985,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.500000,0.900000,3,44,9318088442253209148,0.127197,0.233658,-0.122217,1.000000,0.500000,0.666667,0.884115,375430.000000,3115.151611,2.163907,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,poisson,dense,2,1.500000,0.990000,3,44,9318088442253209148,0.132463,0.278579,-0.168679,1.000000,0.500000,0.666667,0.979557,376163.000000,3357.936035,4.268449,37286,36864
xtensor,article_snn_dense,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,1,42,9318088442253209148,0.245525,0.488018,0.004944,0.000000,0.000000,0.000000,0.000000,85238400.000000,297295.218750,1485.601562,120225,8523840
