backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_lstm_ae,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,14607611079962223589,0.995033,0.704819,0.004971,0.000000,0.000000,0.000000,0.000000,85238400.000000,894549.062500,3680.501953,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,2,43,14607611079962223589,0.995033,0.704819,0.004971,0.000000,0.000000,0.000000,0.000000,85238400.000000,684417.750000,1800.034546,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,3,44,14607611079962223589,0.995033,0.704819,0.004971,0.000000,0.000000,0.000000,0.000000,85238400.000000,757962.062500,1889.284302,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,1,42,14607611079962223589,0.118473,0.256091,-0.036395,0.000000,0.000000,0.000000,0.000000,85238400.000000,274711.375000,2077.546631,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,2,43,14607611079962223589,0.114368,0.246210,-0.003104,0.000000,0.000000,0.000000,0.000000,85238400.000000,587395.250000,1492.943726,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,3,44,14607611079962223589,0.117674,0.274780,-0.038243,0.000000,0.000000,0.000000,0.000000,85238400.000000,371907.125000,1484.286743,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,1,42,14607611079962223589,0.265463,0.488282,-0.075888,0.000000,0.000000,0.000000,0.000000,85238400.000000,262432.968750,1506.666626,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,2,43,14607611079962223589,0.265463,0.488282,-0.075888,0.000000,0.000000,0.000000,0.000000,85238400.000000,266569.312500,1500.839111,120225,8523840
xtensor,article_lstm_ae,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,3,44,14607611079962223589,0.265463,0.488282,-0.075888,0.000000,0.000000,0.000000,0.000000,85238400.000000,268270.531250,1498.911255,120225,8523840
