feature_set fold epoch train_loss val_loss epoch_ms spike_rate sops
handcrafted-lfcc 0 1 3.118869 nan 52.737 0.294 112287
handcrafted-lfcc 0 2 1.808228 nan 53.634 0.313 119144
handcrafted-lfcc 0 3 1.211299 nan 54.422 0.310 116697
handcrafted-lfcc 0 4 1.079581 nan 54.989 0.321 117816
handcrafted-lfcc 0 5 0.958803 nan 54.438 0.323 115646
handcrafted-lfcc 0 6 0.962565 nan 54.892 0.340 125540
handcrafted-lfcc 0 7 0.888246 nan 53.555 0.342 126692
handcrafted-lfcc 0 8 0.886065 nan 56.536 0.326 121167
handcrafted-lfcc 0 9 0.889767 nan 56.741 0.337 118750
handcrafted-lfcc 0 10 0.848004 nan 90.523 0.337 118381
handcrafted-lfcc 0 11 0.798740 nan 53.969 0.353 127424
handcrafted-lfcc 0 12 0.787799 nan 56.893 0.335 117372
handcrafted-lfcc 0 13 0.831317 nan 54.782 0.336 119500
handcrafted-lfcc 0 14 0.796899 nan 55.349 0.322 112599
handcrafted-lfcc 0 15 0.780629 nan 52.864 0.336 119055
handcrafted-lfcc 0 16 0.770914 nan 52.912 0.332 113674
handcrafted-lfcc 0 17 0.778326 nan 54.935 0.323 111367
handcrafted-lfcc 0 18 0.762705 nan 51.515 0.352 123590
handcrafted-lfcc 0 19 0.747986 nan 58.181 0.364 128882
handcrafted-lfcc 0 20 0.760608 nan 53.980 0.347 119866
handcrafted-lfcc 0 21 0.715535 nan 54.653 0.355 123107
handcrafted-lfcc 0 22 0.734798 nan 54.963 0.361 125764
handcrafted-lfcc 0 23 0.707557 nan 52.115 0.343 118609
handcrafted-lfcc 0 24 0.686409 nan 56.276 0.344 119528
handcrafted-lfcc 0 25 0.645739 nan 55.155 0.334 115813
handcrafted-lfcc 0 26 0.702573 nan 77.884 0.338 117134
handcrafted-lfcc 0 27 0.698354 nan 53.008 0.349 122039
handcrafted-lfcc 0 28 0.641443 nan 53.855 0.351 120946
handcrafted-lfcc 0 29 0.621735 nan 51.832 0.378 131078
handcrafted-lfcc 0 30 0.672476 nan 54.411 0.352 122362
handcrafted-lfcc 0 31 0.728628 nan 52.641 0.351 123997
handcrafted-lfcc 0 32 0.599466 nan 53.078 0.349 123587
handcrafted-lfcc 0 33 0.638662 nan 54.760 0.379 131575
handcrafted-lfcc 0 34 0.583927 nan 52.545 0.346 122164
handcrafted-lfcc 0 35 0.583824 nan 53.383 0.345 120699
handcrafted-lfcc 0 36 0.630757 nan 58.513 0.370 128402
handcrafted-lfcc 0 37 0.587307 nan 57.759 0.399 137807
handcrafted-lfcc 0 38 0.587735 nan 52.071 0.338 118004
handcrafted-lfcc 0 39 0.589542 nan 55.619 0.351 123304
handcrafted-lfcc 0 40 0.532128 nan 54.888 0.340 118787
handcrafted-lfcc 0 41 0.485867 nan 54.204 0.358 124014
handcrafted-lfcc 0 42 0.467188 nan 74.887 0.374 130691
handcrafted-lfcc 0 43 0.488976 nan 59.137 0.373 128997
