feature_set,classifier,text_mode,fold,accuracy,f1,precision,recall,specificity,eer,auc,train_ms,infer_ms,model_path
handcrafted-lfcc,dsnn,dependent,0,nan,nan,nan,nan,nan,0.607143,0.647321,2152.173,7.120,results/thesis/phase01/models/e05_p01_dsnn_voice_dep_nested_std_rep1/handcrafted-lfcc/fold_0.bin
handcrafted-lfcc,dsnn,dependent,1,nan,nan,nan,nan,nan,0.623377,0.699190,1807.712,7.017,results/thesis/phase01/models/e05_p01_dsnn_voice_dep_nested_std_rep1/handcrafted-lfcc/fold_1.bin
handcrafted-lfcc,dsnn,dependent,2,nan,nan,nan,nan,nan,0.563380,0.599286,1791.959,8.210,results/thesis/phase01/models/e05_p01_dsnn_voice_dep_nested_std_rep1/handcrafted-lfcc/fold_2.bin
handcrafted-lfcc,dsnn,dependent,3,nan,nan,nan,nan,nan,0.621212,0.711892,1743.817,6.316,results/thesis/phase01/models/e05_p01_dsnn_voice_dep_nested_std_rep1/handcrafted-lfcc/fold_3.bin
handcrafted-lfcc,dsnn,dependent,4,nan,nan,nan,nan,nan,0.756098,0.896565,1796.835,9.677,results/thesis/phase01/models/e05_p01_dsnn_voice_dep_nested_std_rep1/handcrafted-lfcc/fold_4.bin
