feature_set,classifier,text_mode,fold,accuracy,f1,precision,recall,specificity,eer,auc,train_ms,infer_ms,model_path
handcrafted-lfcc-fused-early,dsnn,independent,0,nan,nan,nan,nan,nan,0.648644,0.733687,1807.059,19.262,results/thesis/phase01/models/e05_p01_dsnn_fused_early_indep_nested_raw_rep2/handcrafted-lfcc-fused-early/fold_0.bin
handcrafted-lfcc-fused-early,dsnn,independent,1,nan,nan,nan,nan,nan,0.574352,0.487004,1807.690,17.186,results/thesis/phase01/models/e05_p01_dsnn_fused_early_indep_nested_raw_rep2/handcrafted-lfcc-fused-early/fold_1.bin
handcrafted-lfcc-fused-early,dsnn,independent,2,nan,nan,nan,nan,nan,0.593596,0.639367,1866.089,17.802,results/thesis/phase01/models/e05_p01_dsnn_fused_early_indep_nested_raw_rep2/handcrafted-lfcc-fused-early/fold_2.bin
handcrafted-lfcc-fused-early,dsnn,independent,3,nan,nan,nan,nan,nan,0.249205,0.550455,1921.199,18.742,results/thesis/phase01/models/e05_p01_dsnn_fused_early_indep_nested_raw_rep2/handcrafted-lfcc-fused-early/fold_3.bin
handcrafted-lfcc-fused-early,dsnn,independent,4,nan,nan,nan,nan,nan,0.849998,0.680631,1721.153,18.585,results/thesis/phase01/models/e05_p01_dsnn_fused_early_indep_nested_raw_rep2/handcrafted-lfcc-fused-early/fold_4.bin
