feature_set,classifier,text_mode,fold,accuracy,f1,precision,recall,specificity,eer,auc,train_ms,infer_ms,model_path
handcrafted-lfcc-fused-late,dsnn,independent,0,nan,nan,nan,nan,nan,0.704834,0.701124,2605.711,30.620,results/thesis/phase01/models/e05_p01_dsnn_fused_late_indep_nested_raw_rep1/handcrafted-lfcc-fused-late/fold_0.bin
handcrafted-lfcc-fused-late,dsnn,independent,1,nan,nan,nan,nan,nan,0.586975,0.574959,2210.907,21.253,results/thesis/phase01/models/e05_p01_dsnn_fused_late_indep_nested_raw_rep1/handcrafted-lfcc-fused-late/fold_1.bin
handcrafted-lfcc-fused-late,dsnn,independent,2,nan,nan,nan,nan,nan,0.510331,0.513750,2167.997,29.205,results/thesis/phase01/models/e05_p01_dsnn_fused_late_indep_nested_raw_rep1/handcrafted-lfcc-fused-late/fold_2.bin
handcrafted-lfcc-fused-late,dsnn,independent,3,nan,nan,nan,nan,nan,0.489935,0.519930,2077.977,21.700,results/thesis/phase01/models/e05_p01_dsnn_fused_late_indep_nested_raw_rep1/handcrafted-lfcc-fused-late/fold_3.bin
handcrafted-lfcc-fused-late,dsnn,independent,4,nan,nan,nan,nan,nan,0.489175,0.523494,2146.291,36.948,results/thesis/phase01/models/e05_p01_dsnn_fused_late_indep_nested_raw_rep1/handcrafted-lfcc-fused-late/fold_4.bin
