feature_set,classifier,text_mode,fold,accuracy,f1,precision,recall,specificity,eer,auc,train_ms,infer_ms,model_path
handcrafted-lfcc,dsnn,dependent,0,nan,nan,nan,nan,nan,0.750000,0.822917,3136.210,36.670,results/thesis/phase01/models/e05_p01_dsnn_eeg_dep_nested_std_rep1/handcrafted-lfcc/fold_0.bin
handcrafted-lfcc,dsnn,dependent,1,nan,nan,nan,nan,nan,0.714286,0.777197,2613.403,10.062,results/thesis/phase01/models/e05_p01_dsnn_eeg_dep_nested_std_rep1/handcrafted-lfcc/fold_1.bin
handcrafted-lfcc,dsnn,dependent,2,nan,nan,nan,nan,nan,0.830986,0.934636,2654.801,9.969,results/thesis/phase01/models/e05_p01_dsnn_eeg_dep_nested_std_rep1/handcrafted-lfcc/fold_2.bin
handcrafted-lfcc,dsnn,dependent,3,nan,nan,nan,nan,nan,0.530303,0.570592,2899.478,9.922,results/thesis/phase01/models/e05_p01_dsnn_eeg_dep_nested_std_rep1/handcrafted-lfcc/fold_3.bin
handcrafted-lfcc,dsnn,dependent,4,nan,nan,nan,nan,nan,0.890244,0.943709,2538.970,19.720,results/thesis/phase01/models/e05_p01_dsnn_eeg_dep_nested_std_rep1/handcrafted-lfcc/fold_4.bin
