feature_set fold epoch train_loss val_loss epoch_ms spike_rate sops
handcrafted-lfcc 0 1 2.677948 nan 115.938 0.343 129570
handcrafted-lfcc 0 2 1.761860 nan 544.950 0.367 131025
handcrafted-lfcc 0 3 1.462365 nan 467.602 0.380 131850
handcrafted-lfcc 0 4 1.424804 nan 133.847 0.387 130432
handcrafted-lfcc 0 5 1.404585 nan 191.462 0.392 134393
handcrafted-lfcc 0 6 1.374110 nan 151.464 0.394 134468
handcrafted-lfcc 0 7 1.311663 nan 122.724 0.397 136501
handcrafted-lfcc 0 8 1.305060 nan 308.961 0.397 134678
handcrafted-lfcc 0 9 1.282662 nan 176.098 0.417 141362
handcrafted-lfcc 0 10 1.325175 nan 221.156 0.393 132630
handcrafted-lfcc 0 11 1.269523 nan 167.233 0.398 134723
handcrafted-lfcc 0 12 1.269318 nan 549.383 0.407 137086
handcrafted-lfcc 0 13 1.243754 nan 549.574 0.417 143155
handcrafted-lfcc 0 14 1.219071 nan 963.203 0.388 130507
handcrafted-lfcc 0 15 1.202503 nan 1140.001 0.394 134513
handcrafted-lfcc 0 16 1.205912 nan 318.182 0.395 134543
handcrafted-lfcc 0 17 1.211873 nan 124.881 0.391 132525
handcrafted-lfcc 0 18 1.237364 nan 412.318 0.395 134543
handcrafted-lfcc 0 19 1.185565 nan 150.155 0.395 130927
handcrafted-lfcc 0 20 1.172702 nan 772.236 0.392 130777
handcrafted-lfcc 0 21 1.150237 nan 98.735 0.390 132465
handcrafted-lfcc 0 22 1.160013 nan 70.602 0.387 130477
handcrafted-lfcc 0 23 1.180522 nan 68.709 0.390 132450
handcrafted-lfcc 0 24 1.145778 nan 70.468 0.395 134543
handcrafted-lfcc 0 25 1.140412 nan 70.066 0.392 136201
handcrafted-lfcc 0 26 1.197871 nan 68.898 0.389 134168
handcrafted-lfcc 0 27 1.184124 nan 70.420 0.389 132390
handcrafted-lfcc 0 28 1.136935 nan 72.026 0.409 139014
handcrafted-lfcc 0 29 1.141755 nan 67.953 0.396 136456
handcrafted-lfcc 0 30 1.127424 nan 68.294 0.395 136351
handcrafted-lfcc 0 31 1.113124 nan 80.539 0.394 136291
handcrafted-lfcc 0 32 1.136620 nan 70.181 0.396 136456
handcrafted-lfcc 0 33 1.114425 nan 75.022 0.391 134288
handcrafted-lfcc 0 34 1.133758 nan 72.968 0.392 134348
handcrafted-lfcc 0 35 1.153500 nan 75.629 0.388 134138
handcrafted-lfcc 0 36 1.138821 nan 68.467 0.384 132075
handcrafted-lfcc 0 37 1.136031 nan 68.946 0.394 136276
handcrafted-lfcc 0 38 1.084423 nan 72.817 0.391 132495
handcrafted-lfcc 0 39 1.092409 nan 67.676 0.387 132255
handcrafted-lfcc 0 40 1.097105 nan 83.369 0.387 132270
handcrafted-lfcc 0 41 1.095086 nan 70.829 0.387 132240
handcrafted-lfcc 0 42 1.087593 nan 65.666 0.397 136516
handcrafted-lfcc 0 43 1.097437 nan 72.354 0.390 132450
handcrafted-lfcc 0 44 1.101768 nan 91.084 0.389 134183
handcrafted-lfcc 0 45 1.085985 nan 70.142 0.388 135916
handcrafted-lfcc 0 46 1.089391 nan 69.388 0.387 134093
handcrafted-lfcc 0 47 1.080761 nan 78.311 0.386 134003
handcrafted-lfcc 0 48 1.078447 nan 92.862 0.383 131985
handcrafted-lfcc 0 49 1.108222 nan 253.925 0.383 133838
handcrafted-lfcc 0 50 1.087456 nan 113.712 0.387 132240
handcrafted-lfcc 1 1 2.224259 nan 368.651 0.328 129476
handcrafted-lfcc 1 2 1.645908 nan 734.286 0.352 131501
handcrafted-lfcc 1 3 1.286973 nan 2963.875 0.372 133030
handcrafted-lfcc 1 4 1.151379 nan 357.996 0.387 133057
handcrafted-lfcc 1 5 1.110760 nan 91.386 0.400 134252
handcrafted-lfcc 1 6 1.091302 nan 109.927 0.409 135191
handcrafted-lfcc 1 7 1.069286 nan 95.968 0.415 135439
handcrafted-lfcc 1 8 1.075739 nan 4248.287 0.415 134864
handcrafted-lfcc 1 9 1.049520 nan 115.248 0.416 135280
handcrafted-lfcc 1 10 1.023592 nan 85.826 0.417 135377
handcrafted-lfcc 1 11 0.996522 nan 1753.594 0.417 135134
handcrafted-lfcc 1 12 0.987616 nan 817.304 0.413 134716
handcrafted-lfcc 1 13 1.008226 nan 129.133 0.410 133785
handcrafted-lfcc 1 14 0.988450 nan 161.761 0.414 134260
handcrafted-lfcc 1 15 0.998962 nan 175.972 0.410 134227
handcrafted-lfcc 1 16 1.006221 nan 93.000 0.408 133759
handcrafted-lfcc 1 17 1.012174 nan 80.365 0.414 134506
handcrafted-lfcc 1 18 1.005064 nan 85.014 0.411 134102
handcrafted-lfcc 1 19 0.990861 nan 151.718 0.415 134989
handcrafted-lfcc 1 20 0.990676 nan 391.414 0.411 134063
handcrafted-lfcc 1 21 0.971331 nan 471.775 0.414 134382
handcrafted-lfcc 1 22 0.984458 nan 86.063 0.410 133921
handcrafted-lfcc 1 23 0.973097 nan 91.812 0.410 133772
handcrafted-lfcc 1 24 0.963976 nan 345.563 0.412 133896
handcrafted-lfcc 1 25 0.961379 nan 99.837 0.408 133752
handcrafted-lfcc 1 26 0.967920 nan 157.136 0.410 133856
handcrafted-lfcc 1 27 0.963902 nan 89.213 0.414 134427
handcrafted-lfcc 1 28 0.964452 nan 97.542 0.411 133991
handcrafted-lfcc 1 29 0.953538 nan 98.724 0.410 133788
handcrafted-lfcc 1 30 0.951274 nan 88.768 0.411 134298
handcrafted-lfcc 1 31 0.952575 nan 93.453 0.413 134789
handcrafted-lfcc 1 32 0.947538 nan 194.299 0.413 134278
handcrafted-lfcc 1 33 0.960299 nan 263.339 0.414 134941
handcrafted-lfcc 1 34 0.946994 nan 1276.438 0.415 134707
handcrafted-lfcc 1 35 0.930570 nan 525.677 0.407 133571
handcrafted-lfcc 1 36 0.935769 nan 105.576 0.413 134608
handcrafted-lfcc 1 37 0.926297 nan 208.130 0.411 134649
handcrafted-lfcc 1 38 0.939211 nan 2118.059 0.416 135131
handcrafted-lfcc 1 39 0.926178 nan 3681.686 0.411 134541
handcrafted-lfcc 1 40 0.945456 nan 994.998 0.411 134338
handcrafted-lfcc 1 41 0.929502 nan 104.416 0.412 134381
handcrafted-lfcc 1 42 0.921368 nan 102.376 0.408 133377
handcrafted-lfcc 1 43 0.922637 nan 109.326 0.412 134354
handcrafted-lfcc 1 44 0.928091 nan 159.206 0.411 134292
handcrafted-lfcc 1 45 0.918749 nan 228.759 0.412 134205
handcrafted-lfcc 1 46 0.923388 nan 853.686 0.415 134978
handcrafted-lfcc 1 47 0.923838 nan 142.569 0.409 133938
handcrafted-lfcc 1 48 0.950489 nan 130.859 0.408 133912
handcrafted-lfcc 1 49 0.915382 nan 99.987 0.412 134064
handcrafted-lfcc 1 50 0.916286 nan 196.701 0.415 134785
handcrafted-lfcc 2 1 2.224259 nan 160.065 0.328 129476
handcrafted-lfcc 2 2 1.645908 nan 145.218 0.352 131501
handcrafted-lfcc 2 3 1.286973 nan 117.579 0.372 133030
handcrafted-lfcc 2 4 1.151379 nan 96.818 0.387 133057
handcrafted-lfcc 2 5 1.110760 nan 65.136 0.400 134252
handcrafted-lfcc 2 6 1.091302 nan 55.432 0.409 135191
handcrafted-lfcc 2 7 1.069286 nan 56.630 0.415 135439
handcrafted-lfcc 2 8 1.075739 nan 63.484 0.415 134864
handcrafted-lfcc 2 9 1.049520 nan 59.959 0.416 135280
handcrafted-lfcc 2 10 1.023592 nan 64.300 0.417 135377
handcrafted-lfcc 2 11 0.996522 nan 56.281 0.417 135134
handcrafted-lfcc 2 12 0.987616 nan 55.720 0.413 134716
handcrafted-lfcc 2 13 1.008226 nan 62.977 0.410 133785
handcrafted-lfcc 2 14 0.988450 nan 53.748 0.414 134260
handcrafted-lfcc 2 15 0.998962 nan 62.055 0.410 134227
handcrafted-lfcc 2 16 1.006221 nan 57.091 0.408 133759
handcrafted-lfcc 2 17 1.012174 nan 59.139 0.414 134506
handcrafted-lfcc 2 18 1.005064 nan 60.869 0.411 134102
handcrafted-lfcc 2 19 0.990861 nan 61.605 0.415 134989
handcrafted-lfcc 2 20 0.990676 nan 82.142 0.411 134063
handcrafted-lfcc 2 21 0.971331 nan 102.075 0.414 134382
handcrafted-lfcc 2 22 0.984458 nan 69.946 0.410 133921
handcrafted-lfcc 2 23 0.973097 nan 89.580 0.410 133772
handcrafted-lfcc 2 24 0.963976 nan 108.599 0.412 133896
handcrafted-lfcc 2 25 0.961379 nan 963.962 0.408 133752
handcrafted-lfcc 2 26 0.967920 nan 116.482 0.410 133856
handcrafted-lfcc 2 27 0.963902 nan 91.185 0.414 134427
handcrafted-lfcc 2 28 0.964452 nan 98.596 0.411 133991
handcrafted-lfcc 2 29 0.953538 nan 90.308 0.410 133788
handcrafted-lfcc 2 30 0.951274 nan 190.934 0.411 134298
handcrafted-lfcc 2 31 0.952575 nan 223.334 0.413 134789
handcrafted-lfcc 2 32 0.947538 nan 1003.717 0.413 134278
handcrafted-lfcc 2 33 0.960299 nan 351.870 0.414 134941
handcrafted-lfcc 2 34 0.946994 nan 197.215 0.415 134707
handcrafted-lfcc 2 35 0.930570 nan 601.596 0.407 133571
handcrafted-lfcc 2 36 0.935769 nan 98.486 0.413 134608
handcrafted-lfcc 2 37 0.926297 nan 311.374 0.411 134649
handcrafted-lfcc 2 38 0.939211 nan 136.139 0.416 135131
handcrafted-lfcc 2 39 0.926178 nan 294.086 0.411 134541
handcrafted-lfcc 2 40 0.945456 nan 583.221 0.411 134338
handcrafted-lfcc 2 41 0.929502 nan 136.294 0.412 134381
handcrafted-lfcc 2 42 0.921368 nan 123.783 0.408 133377
handcrafted-lfcc 2 43 0.922637 nan 95.930 0.412 134354
handcrafted-lfcc 2 44 0.928091 nan 872.124 0.411 134292
handcrafted-lfcc 2 45 0.918749 nan 114.160 0.412 134205
handcrafted-lfcc 2 46 0.923388 nan 390.280 0.415 134978
handcrafted-lfcc 2 47 0.923838 nan 141.197 0.409 133938
handcrafted-lfcc 2 48 0.950489 nan 167.412 0.408 133912
handcrafted-lfcc 2 49 0.915382 nan 107.134 0.412 134064
handcrafted-lfcc 2 50 0.916286 nan 111.280 0.415 134785
handcrafted-lfcc 3 1 2.224259 nan 102.736 0.328 129476
handcrafted-lfcc 3 2 1.645908 nan 90.788 0.352 131501
handcrafted-lfcc 3 3 1.286973 nan 97.121 0.372 133030
handcrafted-lfcc 3 4 1.151379 nan 176.623 0.387 133057
handcrafted-lfcc 3 5 1.110760 nan 1140.391 0.400 134252
handcrafted-lfcc 3 6 1.091302 nan 544.810 0.409 135191
handcrafted-lfcc 3 7 1.069286 nan 529.310 0.415 135439
handcrafted-lfcc 3 8 1.075739 nan 912.181 0.415 134864
handcrafted-lfcc 3 9 1.049520 nan 168.296 0.416 135280
handcrafted-lfcc 3 10 1.023592 nan 98.535 0.417 135377
handcrafted-lfcc 3 11 0.996522 nan 111.928 0.417 135134
handcrafted-lfcc 3 12 0.987616 nan 94.343 0.413 134716
handcrafted-lfcc 3 13 1.008226 nan 114.934 0.410 133785
handcrafted-lfcc 3 14 0.988450 nan 95.755 0.414 134260
handcrafted-lfcc 3 15 0.998962 nan 1855.667 0.410 134227
handcrafted-lfcc 3 16 1.006221 nan 123.098 0.408 133759
handcrafted-lfcc 3 17 1.012174 nan 109.176 0.414 134506
handcrafted-lfcc 3 18 1.005064 nan 95.089 0.411 134102
handcrafted-lfcc 3 19 0.990861 nan 105.149 0.415 134989
handcrafted-lfcc 3 20 0.990676 nan 95.505 0.411 134063
handcrafted-lfcc 3 21 0.971331 nan 97.761 0.414 134382
handcrafted-lfcc 3 22 0.984458 nan 89.053 0.410 133921
handcrafted-lfcc 3 23 0.973097 nan 128.159 0.410 133772
handcrafted-lfcc 3 24 0.963976 nan 108.464 0.412 133896
handcrafted-lfcc 3 25 0.961379 nan 2419.164 0.408 133752
handcrafted-lfcc 3 26 0.967920 nan 114.767 0.410 133856
handcrafted-lfcc 3 27 0.963902 nan 97.259 0.414 134427
handcrafted-lfcc 3 28 0.964452 nan 142.462 0.411 133991
handcrafted-lfcc 3 29 0.953538 nan 92.164 0.410 133788
handcrafted-lfcc 3 30 0.951274 nan 130.635 0.411 134298
handcrafted-lfcc 3 31 0.952575 nan 93.503 0.413 134789
handcrafted-lfcc 3 32 0.947538 nan 111.133 0.413 134278
handcrafted-lfcc 3 33 0.960299 nan 85.458 0.414 134941
handcrafted-lfcc 3 34 0.946994 nan 118.283 0.415 134707
handcrafted-lfcc 3 35 0.930570 nan 190.965 0.407 133571
handcrafted-lfcc 3 36 0.935769 nan 577.293 0.413 134608
handcrafted-lfcc 3 37 0.926297 nan 104.445 0.411 134649
handcrafted-lfcc 3 38 0.939211 nan 132.636 0.416 135131
handcrafted-lfcc 3 39 0.926178 nan 119.360 0.411 134541
handcrafted-lfcc 3 40 0.945456 nan 98.375 0.411 134338
handcrafted-lfcc 3 41 0.929502 nan 109.449 0.412 134381
handcrafted-lfcc 3 42 0.921368 nan 112.910 0.408 133377
handcrafted-lfcc 3 43 0.922637 nan 173.810 0.412 134354
handcrafted-lfcc 3 44 0.928091 nan 105.686 0.411 134292
handcrafted-lfcc 3 45 0.918749 nan 100.436 0.412 134205
handcrafted-lfcc 3 46 0.923388 nan 397.885 0.415 134978
handcrafted-lfcc 3 47 0.923838 nan 100.019 0.409 133938
handcrafted-lfcc 3 48 0.950489 nan 95.978 0.408 133912
handcrafted-lfcc 3 49 0.915382 nan 104.936 0.412 134064
handcrafted-lfcc 3 50 0.916286 nan 110.221 0.415 134785
handcrafted-lfcc 4 1 2.224259 nan 106.494 0.328 129476
handcrafted-lfcc 4 2 1.645908 nan 118.984 0.352 131501
handcrafted-lfcc 4 3 1.286973 nan 100.404 0.372 133030
handcrafted-lfcc 4 4 1.151379 nan 105.711 0.387 133057
handcrafted-lfcc 4 5 1.110760 nan 90.181 0.400 134252
handcrafted-lfcc 4 6 1.091302 nan 58.568 0.409 135191
handcrafted-lfcc 4 7 1.069286 nan 60.338 0.415 135439
handcrafted-lfcc 4 8 1.075739 nan 61.548 0.415 134864
handcrafted-lfcc 4 9 1.049520 nan 67.482 0.416 135280
handcrafted-lfcc 4 10 1.023592 nan 55.820 0.417 135377
handcrafted-lfcc 4 11 0.996522 nan 60.011 0.417 135134
handcrafted-lfcc 4 12 0.987616 nan 55.062 0.413 134716
handcrafted-lfcc 4 13 1.008226 nan 60.181 0.410 133785
handcrafted-lfcc 4 14 0.988450 nan 67.038 0.414 134260
handcrafted-lfcc 4 15 0.998962 nan 60.145 0.410 134227
handcrafted-lfcc 4 16 1.006221 nan 55.666 0.408 133759
handcrafted-lfcc 4 17 1.012174 nan 55.628 0.414 134506
handcrafted-lfcc 4 18 1.005064 nan 61.210 0.411 134102
handcrafted-lfcc 4 19 0.990861 nan 57.738 0.415 134989
handcrafted-lfcc 4 20 0.990676 nan 54.997 0.411 134063
handcrafted-lfcc 4 21 0.971331 nan 73.219 0.414 134382
handcrafted-lfcc 4 22 0.984458 nan 61.528 0.410 133921
handcrafted-lfcc 4 23 0.973097 nan 62.405 0.410 133772
handcrafted-lfcc 4 24 0.963976 nan 217.995 0.412 133896
handcrafted-lfcc 4 25 0.961379 nan 70.470 0.408 133752
handcrafted-lfcc 4 26 0.967920 nan 64.830 0.410 133856
handcrafted-lfcc 4 27 0.963902 nan 74.036 0.414 134427
handcrafted-lfcc 4 28 0.964452 nan 57.939 0.411 133991
handcrafted-lfcc 4 29 0.953538 nan 60.855 0.410 133788
handcrafted-lfcc 4 30 0.951274 nan 58.045 0.411 134298
handcrafted-lfcc 4 31 0.952575 nan 58.619 0.413 134789
handcrafted-lfcc 4 32 0.947538 nan 60.914 0.413 134278
handcrafted-lfcc 4 33 0.960299 nan 58.067 0.414 134941
handcrafted-lfcc 4 34 0.946994 nan 65.741 0.415 134707
handcrafted-lfcc 4 35 0.930570 nan 56.758 0.407 133571
handcrafted-lfcc 4 36 0.935769 nan 77.900 0.413 134608
handcrafted-lfcc 4 37 0.926297 nan 57.033 0.411 134649
handcrafted-lfcc 4 38 0.939211 nan 69.024 0.416 135131
handcrafted-lfcc 4 39 0.926178 nan 59.878 0.411 134541
handcrafted-lfcc 4 40 0.945456 nan 55.815 0.411 134338
handcrafted-lfcc 4 41 0.929502 nan 59.501 0.412 134381
handcrafted-lfcc 4 42 0.921368 nan 59.642 0.408 133377
handcrafted-lfcc 4 43 0.922637 nan 63.051 0.412 134354
handcrafted-lfcc 4 44 0.928091 nan 60.333 0.411 134292
handcrafted-lfcc 4 45 0.918749 nan 60.852 0.412 134205
handcrafted-lfcc 4 46 0.923388 nan 59.954 0.415 134978
handcrafted-lfcc 4 47 0.923838 nan 87.796 0.409 133938
handcrafted-lfcc 4 48 0.950489 nan 56.553 0.408 133912
handcrafted-lfcc 4 49 0.915382 nan 59.339 0.412 134064
handcrafted-lfcc 4 50 0.916286 nan 59.834 0.415 134785
