feature_set fold epoch train_loss val_loss epoch_ms spike_rate sops
handcrafted-lfcc 0 1 2.348816 nan 248.930 0.189 74155
handcrafted-lfcc 0 2 1.328798 nan 296.727 0.220 76527
handcrafted-lfcc 0 3 0.847554 nan 223.564 0.163 51434
handcrafted-lfcc 0 4 0.585868 nan 286.112 0.260 86622
handcrafted-lfcc 0 5 0.441666 nan 238.386 0.267 82119
handcrafted-lfcc 0 6 0.345047 nan 295.500 0.324 96413
handcrafted-lfcc 0 7 0.284612 nan 351.128 0.276 86735
handcrafted-lfcc 0 8 0.238095 nan 230.678 0.287 86152
handcrafted-lfcc 0 9 0.202511 nan 222.733 0.319 96317
handcrafted-lfcc 0 10 0.168802 nan 274.057 0.311 93038
handcrafted-lfcc 0 11 0.147552 nan 383.877 0.316 88219
handcrafted-lfcc 0 12 0.118639 nan 258.789 0.234 63977
handcrafted-lfcc 0 13 0.110243 nan 246.827 0.346 100724
handcrafted-lfcc 0 14 0.094355 nan 248.803 0.284 79602
handcrafted-lfcc 0 15 0.079639 nan 287.415 0.296 87471
handcrafted-lfcc 0 16 0.068898 nan 244.469 0.297 81045
handcrafted-lfcc 0 17 0.058487 nan 262.061 0.290 79088
handcrafted-lfcc 0 18 0.060621 nan 291.206 0.325 88428
handcrafted-lfcc 0 19 0.046659 nan 225.727 0.276 78727
handcrafted-lfcc 0 20 0.043104 nan 234.447 0.313 83704
handcrafted-lfcc 0 21 0.037444 nan 247.292 0.350 101789
handcrafted-lfcc 0 22 0.034160 nan 237.388 0.327 91742
handcrafted-lfcc 0 23 0.031025 nan 279.316 0.335 90979
handcrafted-lfcc 0 24 0.027244 nan 243.721 0.315 84438
handcrafted-lfcc 0 25 0.024918 nan 268.721 0.314 87873
handcrafted-lfcc 0 26 0.024286 nan 303.122 0.311 80721
handcrafted-lfcc 0 27 0.022713 nan 341.909 0.393 113378
handcrafted-lfcc 0 28 0.020572 nan 232.264 0.359 100310
handcrafted-lfcc 0 29 0.018652 nan 266.945 0.360 100385
handcrafted-lfcc 0 30 0.017296 nan 258.882 0.312 86770
handcrafted-lfcc 0 31 0.016092 nan 224.214 0.346 97006
handcrafted-lfcc 0 32 0.014765 nan 242.991 0.351 95084
handcrafted-lfcc 0 33 0.013677 nan 242.369 0.325 88620
handcrafted-lfcc 0 34 0.012975 nan 244.311 0.341 96763
handcrafted-lfcc 0 35 0.012187 nan 247.895 0.361 102061
handcrafted-lfcc 0 36 0.011381 nan 253.741 0.324 87622
handcrafted-lfcc 0 37 0.011085 nan 302.202 0.299 85802
handcrafted-lfcc 0 38 0.010008 nan 250.656 0.337 93615
handcrafted-lfcc 0 39 0.009660 nan 236.041 0.343 93056
handcrafted-lfcc 0 40 0.009053 nan 256.725 0.327 90265
handcrafted-lfcc 0 41 0.008493 nan 277.800 0.287 74223
handcrafted-lfcc 0 42 0.008101 nan 266.110 0.385 103011
handcrafted-lfcc 0 43 0.007787 nan 245.700 0.312 82084
handcrafted-lfcc 0 44 0.007171 nan 233.563 0.350 95630
handcrafted-lfcc 0 45 0.006931 nan 257.564 0.368 101852
handcrafted-lfcc 0 46 0.006593 nan 364.459 0.317 88648
handcrafted-lfcc 0 47 0.006404 nan 264.278 0.348 95891
handcrafted-lfcc 0 48 0.006208 nan 224.448 0.295 80172
handcrafted-lfcc 0 49 0.005716 nan 235.750 0.348 95695
handcrafted-lfcc 0 50 0.005443 nan 235.279 0.396 113494
handcrafted-lfcc 1 1 2.865289 nan 92.467 0.155 59613
handcrafted-lfcc 1 2 1.779584 nan 88.264 0.149 56205
handcrafted-lfcc 1 3 1.098032 nan 110.506 0.160 58610
handcrafted-lfcc 1 4 0.721792 nan 171.899 0.218 73602
handcrafted-lfcc 1 5 0.499444 nan 93.313 0.208 69312
handcrafted-lfcc 1 6 0.363191 nan 173.629 0.186 61417
handcrafted-lfcc 1 7 0.265726 nan 106.225 0.283 89346
handcrafted-lfcc 1 8 0.201317 nan 222.973 0.258 79822
handcrafted-lfcc 1 9 0.156415 nan 113.165 0.262 81526
handcrafted-lfcc 1 10 0.123667 nan 94.605 0.282 85217
handcrafted-lfcc 1 11 0.101482 nan 114.589 0.267 78247
handcrafted-lfcc 1 12 0.082268 nan 102.095 0.262 77034
handcrafted-lfcc 1 13 0.070633 nan 99.919 0.257 76285
handcrafted-lfcc 1 14 0.061762 nan 91.627 0.265 77573
handcrafted-lfcc 1 15 0.051775 nan 90.384 0.298 86377
handcrafted-lfcc 1 16 0.047207 nan 91.237 0.272 80346
handcrafted-lfcc 1 17 0.041883 nan 98.142 0.292 85938
handcrafted-lfcc 1 18 0.035986 nan 93.140 0.303 90097
handcrafted-lfcc 1 19 0.032486 nan 94.885 0.304 87733
handcrafted-lfcc 1 20 0.028424 nan 88.417 0.329 97169
handcrafted-lfcc 1 21 0.025588 nan 108.070 0.287 82462
handcrafted-lfcc 1 22 0.023178 nan 90.428 0.280 80815
handcrafted-lfcc 1 23 0.021968 nan 99.547 0.286 83125
handcrafted-lfcc 1 24 0.020637 nan 101.103 0.301 85258
handcrafted-lfcc 1 25 0.018079 nan 99.443 0.274 77184
handcrafted-lfcc 1 26 0.016529 nan 91.146 0.293 82761
handcrafted-lfcc 1 27 0.015003 nan 96.268 0.292 83871
handcrafted-lfcc 1 28 0.013661 nan 91.183 0.290 82581
handcrafted-lfcc 1 29 0.012884 nan 95.743 0.315 91242
handcrafted-lfcc 1 30 0.011741 nan 94.629 0.314 90186
handcrafted-lfcc 1 31 0.011144 nan 90.924 0.296 85687
handcrafted-lfcc 1 32 0.010566 nan 88.820 0.314 91132
handcrafted-lfcc 1 33 0.009581 nan 99.619 0.295 83317
handcrafted-lfcc 1 34 0.009241 nan 97.235 0.305 87535
handcrafted-lfcc 1 35 0.008691 nan 171.561 0.310 88318
handcrafted-lfcc 1 36 0.007974 nan 103.783 0.313 87999
handcrafted-lfcc 1 37 0.007479 nan 99.042 0.282 78749
handcrafted-lfcc 1 38 0.007005 nan 102.698 0.298 84215
handcrafted-lfcc 1 39 0.006703 nan 99.420 0.280 78471
handcrafted-lfcc 1 40 0.006363 nan 94.257 0.292 80877
handcrafted-lfcc 1 41 0.006040 nan 102.133 0.313 88103
handcrafted-lfcc 1 42 0.005791 nan 107.298 0.316 89404
handcrafted-lfcc 1 43 0.005614 nan 97.187 0.286 79280
handcrafted-lfcc 1 44 0.005386 nan 193.310 0.294 80852
handcrafted-lfcc 1 45 0.005093 nan 96.219 0.308 87017
handcrafted-lfcc 1 46 0.004810 nan 93.645 0.314 88176
handcrafted-lfcc 1 47 0.004643 nan 101.854 0.310 88260
handcrafted-lfcc 1 48 0.004527 nan 96.853 0.310 86967
handcrafted-lfcc 1 49 0.004339 nan 99.008 0.312 88141
handcrafted-lfcc 1 50 0.004097 nan 90.217 0.306 85317
handcrafted-lfcc 2 1 2.865289 nan 86.823 0.155 59613
handcrafted-lfcc 2 2 1.779584 nan 148.056 0.149 56205
handcrafted-lfcc 2 3 1.098032 nan 101.429 0.160 58610
handcrafted-lfcc 2 4 0.721792 nan 93.732 0.218 73602
handcrafted-lfcc 2 5 0.499444 nan 93.172 0.208 69312
handcrafted-lfcc 2 6 0.363191 nan 103.853 0.186 61417
handcrafted-lfcc 2 7 0.265726 nan 95.413 0.283 89346
handcrafted-lfcc 2 8 0.201317 nan 102.273 0.258 79822
handcrafted-lfcc 2 9 0.156415 nan 95.038 0.262 81526
handcrafted-lfcc 2 10 0.123667 nan 115.158 0.282 85217
handcrafted-lfcc 2 11 0.101482 nan 130.099 0.267 78247
handcrafted-lfcc 2 12 0.082268 nan 139.072 0.262 77034
handcrafted-lfcc 2 13 0.070633 nan 160.783 0.257 76285
handcrafted-lfcc 2 14 0.061762 nan 133.243 0.265 77573
handcrafted-lfcc 2 15 0.051775 nan 126.415 0.298 86377
handcrafted-lfcc 2 16 0.047207 nan 97.848 0.272 80346
handcrafted-lfcc 2 17 0.041883 nan 94.604 0.292 85938
handcrafted-lfcc 2 18 0.035986 nan 111.977 0.303 90097
