Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1776048653.007	   176.101	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_001_lr0.0001_bs8_hs32_ls16_mae.json
12	:	1776048653.048	   182.400	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_011_lr0.0001_bs8_hs64_ls64_mae.json
13	:	1776048812.961	   164.174	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_012_lr0.0001_bs8_hs128_ls16_mse.json
15	:	1776048814.716	   164.119	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_014_lr0.0001_bs8_hs128_ls32_mse.json
17	:	1776048816.506	   166.759	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_016_lr0.0001_bs8_hs128_ls64_mse.json
14	:	1776048814.253	   176.096	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_013_lr0.0001_bs8_hs128_ls16_mae.json
16	:	1776048815.377	   177.572	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_015_lr0.0001_bs8_hs128_ls32_mae.json
18	:	1776048817.253	   180.443	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_017_lr0.0001_bs8_hs128_ls64_mae.json
21	:	1776048828.179	   205.016	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_020_lr0.0001_bs16_hs32_ls32_mse.json
19	:	1776048826.527	   207.944	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_018_lr0.0001_bs16_hs32_ls16_mse.json
23	:	1776048829.120	   208.877	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_022_lr0.0001_bs16_hs32_ls64_mse.json
20	:	1776048827.774	   232.636	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_019_lr0.0001_bs16_hs32_ls16_mae.json
22	:	1776048828.705	   236.164	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_021_lr0.0001_bs16_hs32_ls32_mae.json
24	:	1776048835.469	   230.018	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_023_lr0.0001_bs16_hs32_ls64_mae.json
25	:	1776048977.152	   211.355	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_024_lr0.0001_bs16_hs64_ls16_mse.json
27	:	1776048983.284	   212.410	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_026_lr0.0001_bs16_hs64_ls32_mse.json
29	:	1776048992.962	   209.144	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_028_lr0.0001_bs16_hs64_ls64_mse.json
26	:	1776048978.845	   233.759	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_025_lr0.0001_bs16_hs64_ls16_mae.json
28	:	1776048990.367	   236.053	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_027_lr0.0001_bs16_hs64_ls32_mae.json
30	:	1776048997.711	   233.769	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_029_lr0.0001_bs16_hs64_ls64_mae.json
31	:	1776049033.207	   203.279	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_030_lr0.0001_bs16_hs128_ls16_mse.json
33	:	1776049038.019	   206.664	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_032_lr0.0001_bs16_hs128_ls32_mse.json
35	:	1776049064.885	   199.313	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_034_lr0.0001_bs16_hs128_ls64_mse.json
32	:	1776049034.486	   232.070	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_031_lr0.0001_bs16_hs128_ls16_mae.json
34	:	1776049060.420	   225.689	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_033_lr0.0001_bs16_hs128_ls32_mae.json
36	:	1776049065.502	   224.240	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_035_lr0.0001_bs16_hs128_ls64_mae.json
37	:	1776049188.516	   249.539	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_036_lr0.0001_bs32_hs32_ls16_mse.json
39	:	1776049202.126	   248.450	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_038_lr0.0001_bs32_hs32_ls32_mse.json
41	:	1776049226.430	   247.819	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_040_lr0.0001_bs32_hs32_ls64_mse.json
43	:	1776049236.495	   248.212	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_042_lr0.0001_bs32_hs64_ls16_mse.json
38	:	1776049195.711	   303.559	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_037_lr0.0001_bs32_hs32_ls16_mae.json
40	:	1776049212.616	   299.345	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_039_lr0.0001_bs32_hs32_ls32_mae.json
45	:	1776049264.208	   250.421	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_044_lr0.0001_bs32_hs64_ls32_mse.json
47	:	1776049286.124	   251.603	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_046_lr0.0001_bs32_hs64_ls64_mse.json
42	:	1776049231.494	   306.680	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_041_lr0.0001_bs32_hs32_ls64_mae.json
44	:	1776049244.703	   301.763	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_043_lr0.0001_bs32_hs64_ls16_mae.json
