Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
13	:	1776049737.503	   163.838	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_012_lr0.0001_bs8_hs128_ls16_mse.json
15	:	1776049740.134	   165.408	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_014_lr0.0001_bs8_hs128_ls32_mse.json
17	:	1776049742.008	   165.022	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_016_lr0.0001_bs8_hs128_ls64_mse.json
14	:	1776049739.787	   177.518	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_013_lr0.0001_bs8_hs128_ls16_mae.json
16	:	1776049740.880	   178.907	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_015_lr0.0001_bs8_hs128_ls32_mae.json
18	:	1776049744.039	   180.807	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_017_lr0.0001_bs8_hs128_ls64_mae.json
19	:	1776049751.848	   201.680	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_018_lr0.0001_bs16_hs32_ls16_mse.json
21	:	1776049753.316	   205.041	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_020_lr0.0001_bs16_hs32_ls32_mse.json
23	:	1776049756.714	   208.028	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_022_lr0.0001_bs16_hs32_ls64_mse.json
22	:	1776049754.196	   227.615	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_021_lr0.0001_bs16_hs32_ls32_mae.json
20	:	1776049752.915	   231.348	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_019_lr0.0001_bs16_hs32_ls16_mae.json
24	:	1776049757.132	   234.223	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_023_lr0.0001_bs16_hs32_ls64_mae.json
25	:	1776049901.357	   202.121	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_024_lr0.0001_bs16_hs64_ls16_mse.json
27	:	1776049907.048	   199.828	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_026_lr0.0001_bs16_hs64_ls32_mse.json
29	:	1776049919.802	   204.454	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_028_lr0.0001_bs16_hs64_ls64_mse.json
26	:	1776049905.559	   232.204	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_025_lr0.0001_bs16_hs64_ls16_mae.json
28	:	1776049917.317	   231.344	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_027_lr0.0001_bs16_hs64_ls32_mae.json
30	:	1776049924.870	   228.205	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_029_lr0.0001_bs16_hs64_ls64_mae.json
31	:	1776049953.546	   202.180	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_030_lr0.0001_bs16_hs128_ls16_mse.json
33	:	1776049964.757	   198.854	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_032_lr0.0001_bs16_hs128_ls32_mse.json
32	:	1776049958.364	   224.246	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_031_lr0.0001_bs16_hs128_ls16_mae.json
35	:	1776049984.278	   199.894	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_034_lr0.0001_bs16_hs128_ls64_mse.json
34	:	1776049981.824	   223.117	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_033_lr0.0001_bs16_hs128_ls32_mae.json
36	:	1776049991.373	   222.978	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/tests/audio-window-snn_grid_035_lr0.0001_bs16_hs128_ls64_mae.json
