Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
8	:	1776107696.399	   159.476	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_007_lr0.0001_bs8_hs64_ls16_mae.json
6	:	1776107696.392	   159.999	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_005_lr0.0001_bs8_hs32_ls64_mae.json
13	:	1776107843.587	   136.520	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_012_lr0.0001_bs8_hs128_ls16_mse.json
15	:	1776107844.271	   138.022	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_014_lr0.0001_bs8_hs128_ls32_mse.json
17	:	1776107845.301	   139.077	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_016_lr0.0001_bs8_hs128_ls64_mse.json
16	:	1776107844.574	   147.781	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_015_lr0.0001_bs8_hs128_ls32_mae.json
14	:	1776107843.901	   148.542	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_013_lr0.0001_bs8_hs128_ls16_mae.json
18	:	1776107845.545	   149.674	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_017_lr0.0001_bs8_hs128_ls64_mae.json
19	:	1776107854.029	   167.931	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_018_lr0.0001_bs16_hs32_ls16_mse.json
23	:	1776107855.902	   168.561	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_022_lr0.0001_bs16_hs32_ls64_mse.json
21	:	1776107855.268	   171.442	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_020_lr0.0001_bs16_hs32_ls32_mse.json
22	:	1776107855.725	   191.607	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_021_lr0.0001_bs16_hs32_ls32_mae.json
20	:	1776107854.491	   193.213	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_019_lr0.0001_bs16_hs32_ls16_mae.json
24	:	1776107856.408	   193.980	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_023_lr0.0001_bs16_hs32_ls64_mae.json
25	:	1776107980.155	   172.893	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_024_lr0.0001_bs16_hs64_ls16_mse.json
27	:	1776107984.407	   173.970	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_026_lr0.0001_bs16_hs64_ls32_mse.json
29	:	1776107992.489	   172.684	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_028_lr0.0001_bs16_hs64_ls64_mse.json
26	:	1776107982.340	   196.346	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_025_lr0.0001_bs16_hs64_ls16_mae.json
28	:	1776107992.387	   197.618	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_027_lr0.0001_bs16_hs64_ls32_mae.json
30	:	1776107995.268	   196.526	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_029_lr0.0001_bs16_hs64_ls64_mae.json
31	:	1776108022.007	   173.167	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_030_lr0.0001_bs16_hs128_ls16_mse.json
33	:	1776108026.742	   172.220	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_032_lr0.0001_bs16_hs128_ls32_mse.json
35	:	1776108047.743	   171.568	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_034_lr0.0001_bs16_hs128_ls64_mse.json
32	:	1776108024.503	   195.924	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_031_lr0.0001_bs16_hs128_ls16_mae.json
34	:	1776108047.373	   194.994	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_033_lr0.0001_bs16_hs128_ls32_mae.json
36	:	1776108050.436	   197.036	0	0	0	0	./out/build/Clang_20.1.8_x86_64-pc-linux-gnu/src/experiments/03/experiment03 --profile src/experiments/03/profiles/snnAutoEncodersProfiles/audio-window-snn_grid_035_lr0.0001_bs16_hs128_ls64_mae.json
